full_data,cy,cx,area,ratio,dist_skel_egg,skel_lenght,ratio_skel_lenght_dist_min,blue_dist,sum_diff
0:01:14,1296,2249,31.5,0.5582184833523999,6.0179,73.32590180780451,0.3661335116520435,16.1437,21.666666666666668
0:01:55,1248,2312,39.0,0.7208881384878386,8.595,74.69848480983501,0.42234085436176955,3.4028235e+38,35.666666666666664
