frame_num,cy,cx,area,ratio,dist_skel_egg,skel_lenght,ratio_skel_lenght_dist_min,blue_dist,sum_diff
11472,986,1803,39.0,0.8210525540107508,7.6400146,75.5269119345812,0.35467438757927844,8192.0,39.44444444444444
11917,1030,1796,30.5,0.8754823636165601,8.054306,74.69848480983501,0.42687391405734526,8192.0,29.22222222222222
